structure,phfreq,phdos
"{'numbers': [72, 6], 'positions': [[0.0, 0.0, 0.0], [3.2889742867944927, 1.898890138529416, 1.3427181239291268]], 'cell': [[3.2889742851, 0.0, 0.0], [1.6444871426, 2.8483352833, 0.0], [1.6444871426, 0.9494450944, 2.6854362586]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.005823006129786025, 0.0, 0.006425794505305069, 0.018985530421626817, 0.047610273917752695, 0.21678064761015775, 0.7204423856264297, 0.992353928048217, 1.0, 0.7656370360539677, 0.5950783511084113, 0.3593050287788594, 0.013842614434927842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026135907065580936, 0.014161408795458198, 0.44367442733994533, 0.7847348635791201, 0.8978381442590458, 0.6913774998622831, 0.4780301172850466, 0.4291581894639434, 0.2788335233365342, 0.19571743194370728, 0.12609213752210688, 0.07272366504382946, 0.03575735861493803, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [72, 72, 73, 73, 73, 73, 73, 73, 6, 6, 6, 6, 6, 6, 6, 6], 'positions': [[3.379686567962859, 2.9935409865859994, 10.590026129838748], [4.4513474428875615, 1.5199943519643482, 5.362944538202196], [0.8394741346875466, 1.5462160817471713, 2.6479103339258154], [2.5343236777438887, 1.446257522849634, 7.934496662204537], [3.576561612243907, 3.165897504292165, 2.777171473596058], [-0.23204139667415746, 3.019575027706053, 7.8750125285584325], [0.6298983844042833, 1.3729752957674077, 10.483434725606575], [1.6722553139231755, 3.093018118752222, 5.326087803514111], [1.7989564090934476, 3.179186646464909, 1.4264338921476392], [1.5455695135220313, 3.006465890183568, 9.225746864839506], [-0.11032608217725227, 3.106690254899206, 3.9450240410179074], [3.4548313169067786, 3.079046379396307, 6.707158157468383], [0.7566442956761454, 1.4594402727983486, 6.58376360834309], [2.617155026930688, 1.5329912951744844, 3.9986491712047303], [-1.1526125455717404, 1.3868558552676744, 9.102357814674093], [4.526443247315205, 1.605483273201995, 1.4800586714197743]], 'cell': [[5.52888510682832, 0.0475873966732876, 0.1434651539458191], [-0.0292946231988042, 3.1933149561870438, 0.0697621586946871], [-2.1140677516175015, -0.2462591551111527, 10.384424596755721]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.06623027670148031, 0.12077698663739012, 0.25620822867427495, 0.5202232530028883, 0.6829698656645591, 0.8021017850661163, 0.7978925929301934, 0.8955267414464096, 0.6434274043847402, 0.24650724529848228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24276504079862302, 0.5474229016612624, 0.8756108408849776, 1.0, 0.9361285289808642, 0.6727710254156123, 0.46363161557841426, 0.2976399832944812, 0.1502605751535105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [72, 73, 73, 73, 73, 73, 6, 6, 6, 6, 6, 6], 'positions': [[0.8400838274787991, 5.483720079090891, 2.7705393460976944], [5.8117860433465305, 3.2560587970496933, 1.9372576062893323], [2.192764823928848, 3.2538660013941336, 4.604714641101015], [2.671301344675209, 3.231853156096845, 1.46380324083452], [3.9878519957042022, 5.508666690445646, 3.251707694862454], [5.33323686112919, 3.278114334365289, 5.078446070273816], [5.815575780438011, 1.0023837505087465, 1.9393872930043643], [2.188970215013273, 5.507553428987341, 4.602802608666487], [0.8544218004808435, 3.230069341752665, 2.790165382818329], [2.703514016595098, 0.9781454198820475, 1.4652388197386301], [4.00231374056414, 3.25504207210393, 3.2711902088885454], [5.301100582203314, 5.531870621692111, 5.077106316549747]], 'cell': [[6.295676790994772, 0.0496668653159613, 0.9618273391826715], [-0.0288658429004262, 4.507265047801483, -0.0390300509195813], [0.8374412609126133, 2.2988427945086434, 4.9424162789885955]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.010267497096517515, 0.0223943796278076, 0.09223334858440237, 0.3055591210003684, 0.4972616132173765, 0.8073780083297925, 1.0, 0.9120390844027554, 0.5370139970883117, 0.04327038617250545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030567852610608306, 0.37369122530499543, 0.7474604797772756, 0.8009564649722111, 0.4745692091923381, 0.5191593230640827, 0.5876116921753566, 0.5208673384126008, 0.2251167927874261, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [72, 73, 73, 73, 73, 73, 73, 6, 6, 6, 6, 6, 6, 6], 'positions': [[1.9382756810111914, 2.342840696617462, 2.914695512311844], [-0.8402901516540897, 3.6981766720179854, 3.6710678727389143], [2.8753945269148424, -0.30662203479465466, 4.408454848019595], [3.7718950398467483, 3.627562014047868, 0.6528363778940791], [4.716834686349417, 0.98751868135476, 2.1583282933490695], [1.0011433813098307, 4.9923167991581625, 1.4209391484230156], [0.10464093887807405, 1.0581374413859668, 5.176560133686675], [2.89338519066282, 1.5841576287666228, 0.9956418179166553], [0.08679208249082747, 2.9710723831440267, 1.7535010286550607], [1.023607844455574, 0.2931471012876958, 3.278477270021155], [2.8529326384110236, 4.39254901065396, 2.5509184385763115], [0.983158253140809, 3.1015365160496113, 4.833749212511565], [3.789746694090328, 1.714623993404521, 4.075894667843082], [0.13839698058878575, 0.1761145203645004, 0.21495637732997971]], 'cell': [[5.512192679141939, 0.0574345948278974, 0.0382600358314252], [-0.9724771868147759, 5.425686985705468, 0.0524868965673213], [-0.9399674244479841, -1.1496518968725928, 5.308735600756237]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.03083480061114662, 0.07328670641807476, 0.1418607995092222, 0.30114443402911717, 0.5018317391747578, 0.8832892963202275, 1.0, 0.8296058541360342, 0.3989670298894772, 0.09218147050494646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19272441271894086, 0.4648353532974383, 0.6698818710629026, 0.6316786058979122, 0.6598479553829997, 0.7552931594863806, 0.63398172521953, 0.2115729624886689, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [72, 73, 73, 73, 73, 73, 73, 73, 6, 6, 6, 6, 6, 6, 6, 6], 'positions': [[4.553277144915048, 1.6224785672762814, 5.196086479463829], [5.491992102021243, 0.013389453030775985, 0.008569204312965624], [0.8918309231079087, 1.609667094997278, 2.5638768573179], [2.702728048584443, 1.630450292379212, 7.8146466149803855], [3.645139051998594, 0.022069387861036134, 2.5891660551427704], [-0.04803064491794433, 0.03811847083124237, 7.801901988230299], [0.8602973244443436, 1.6388877316213302, 10.382530407353432], [1.798956975246025, 0.02900304448385197, 5.19496065125618], [1.8172151509537824, 0.015346871310724626, 1.2865904063018223], [1.7803453478886642, 0.0439880231902033, 9.103894843861827], [-0.010616571002041712, 0.02307809497520462, 3.8528703144078746], [3.6081416256906316, 0.03592723623607195, 6.53761234127008], [0.8954205257251137, 1.6242181274152463, 6.5082049248666145], [2.6994882579695867, 1.6160427893927067, 3.870635629999555], [-0.9691051067973064, 1.6323227584797118, 9.088853735313325], [4.564031675106993, 1.6083099622498689, 1.2899536864462031]], 'cell': [[5.5113040239209985, 0.0046267845334302, 0.0131956902310565], [-0.0026169831615377, 3.181180962477073, -0.0116854255544594], [-1.8747414974411991, 0.0365442322163264, 10.38594733814061]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.05193255069449893, 0.10860556253795293, 0.3106715359174235, 0.660792103334877, 0.7747287069944654, 0.8529151945036335, 0.9055780290507184, 0.9518820374799304, 0.6357425579531905, 0.20677844739234486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01921713735746264, 0.19981498240125697, 0.505768614231051, 0.8286616410309748, 0.9547351492918749, 1.0, 0.8316995464005495, 0.6092295484029756, 0.3338692674307525, 0.16377096714719547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [72, 73, 6, 6], 'positions': [[-7.959818921553011e-08, -1.649365797897869e-07, -1.5843240638580343e-07], [7.462714030041247, 2.2393336483960735, 1.3705572318088997], [3.685657717098503, 1.1059535683363526, 0.6768849237040073], [11.239770227803152, 3.3727124691029577, 2.0642282431792967]], 'cell': [[5.592036700864636, -0.0027098988156681, -0.0016594521701011], [4.666696079263856, 3.0810431855419, -0.0016592711745046], [4.666695231124076, 1.4003332798144212, 2.7444320465591923]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.015894645266291495, 0.027192204134516045, 0.04460250628744303, 0.16737391608075436, 0.8394872978326481, 1.0, 0.7458156174475177, 0.23733490934012352, 0.3166732206119297, 0.31965603071915455, 0.14155754275510854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.382612642207774, 0.6627046699500174, 0.956781676340712, 0.831182513943942, 0.602998977563827, 0.16220769609942248, 0.05290947773921909, 0.16476506096545274, 0.19354549924738065, 0.11713022001235862, 0.01408085487635207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [73], 'positions': [[2.3474172456914213e-08, -1.9007245709094745e-08, -2.2634952014680264e-08]], 'cell': [[2.876865855005605, 3.463594346e-07, -2.8310984e-08], [-0.9589550194694115, 2.71233487442526, -1.117180064e-07], [-0.9589555326039981, -1.3561678447472458, 2.348951599289624]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.025039568795930132, 0.03751756324324452, 0.09471275189206967, 0.292865926245152, 0.5637591924119835, 1.0, 0.9728417823409652, 0.563809755076049, 0.06442678573877848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [73, 73, 6], 'positions': [[-5.426612627887799e-07, 1.8045277337636776, 1.2561403550795456], [1.562767987332735, 0.9022631723084118, 3.7095778182413537], [1.211838175049156e-07, -1.2999577957325677e-07, 3.8907953594108187e-07]], 'cell': [[3.125532971718077, 3.284529539e-07, 7.254775225e-07], [-1.5627665620210267, 2.7067908681085733, -5.488917769e-07], [1.1545954486e-06, -3.419882725e-07, 4.96571826663747]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.0029617733435983516, 0.02233464469654514, 0.05514731870387482, 0.07982601421190019, 0.1814214677023817, 0.6470886550616486, 0.9417776326246295, 1.0, 0.7916622008790178, 0.510092843672233, 0.24275345729349024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15187803988910922, 0.23507802202209196, 0.32771862061122764, 0.651951818145822, 0.6525147668689392, 0.03755545824726454, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 6, 6, 6, 6, 6, 6, 6, 6], 'positions': [[3.514240143224733e-07, 2.948415918737958e-07, 26.55225880692884], [1.5703900006496772, 0.9066653011012247, 6.221536553524926], [3.6099516237746476e-07, 1.813330043668764, 16.38749629228266], [4.993437146817019e-07, 1.8133303310287303, 24.065121267365203], [3.732344162441908e-07, 1.4550226820506966e-07, 3.7342372032220426], [1.5703899493480715, 0.9066653673414491, 13.899115792088374], [4.804689677595087e-07, 4.6229389401519004e-07, 21.559971714213344], [1.5703899817999871, 0.9066653612554896, 1.26226771785628], [5.628468059073445e-07, 1.813329973381594, 11.40023089621458], [2.0941398563261555e-07, 1.8133301198695426, 29.02429314933087], [6.382648988170746e-07, -4.0514785094221775e-09, 8.726626276554148], [1.5703898917991537, 0.9066656265322163, 18.88646102119625], [1.5703900051844182, 0.9066654060335598, 27.765067512011317], [3.975611785154311e-07, 1.8133298300650478, 7.43215171578392], [3.0689842434143504e-07, 3.985611482981956e-07, 17.593308677423853], [1.5703901223722116, 0.906665671875293, 22.85442799722899], [1.3490665954858696e-07, 1.813330036183922, 2.5214609870975964], [6.260071213330076e-07, 6.464601576201161e-08, 12.693373048768134], [1.5703897346985556, 0.9066654790720836, 10.061621606912295], [7.421908117709846e-07, 1.8133300683609517, 20.224991723702026]], 'cell': [[3.1407794794690163, 4.64676504e-07, 9.49004984e-08], [-1.5703900594819986, 2.719994536587025, 1.0029543e-09], [9.374535548e-07, 5.330477866e-07, 30.286601950038804]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.014327279515566766, 0.025038395937330062, 0.05348517080069752, 0.05480626770441245, 0.7531967049537374, 1.0, 0.7800414760445669, 0.3329642727966017, 0.28428996948928204, 0.2871186846894701, 0.11172641714303602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041605461890727245, 0.08890350177527145, 0.05522118965575648, 0.02719997241246677, 0.2593818236123699, 0.6359170889225099, 0.6648506993373742, 0.3739839218251745, 0.022007766252889197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [73, 6], 'positions': [[0.0, 0.0, 0.0], [3.169306279784659, 1.8297998904886963, 1.2938638933395423]], 'cell': [[3.1693062782, 0.0, 0.0], [1.5846531391, 2.7446997493, 0.0], [1.5846531391, 0.9148999164, 2.5877277401]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.028932543203464983, 0.0, 0.050566754848288965, 0.15702047228383645, 0.3530248739596945, 0.6332144625162501, 0.8820403254198634, 0.755351987664591, 0.3572876181554972, 0.00108019864607133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2054138428164812, 0.651543506150898, 1.0, 0.8799167590157327, 0.3800402863073899, 0.06768385908921364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [72, 72, 72, 73, 73, 73, 6, 6, 6, 6, 6, 6], 'positions': [[-1.448275093298294e-07, 1.856386768082196, 10.541623946691264], [2.2533726204610546e-08, -1.0529813035541728e-08, -3.536129090397775e-07], [1.6076779635669545, 0.9281934632294938, 5.27081123042788], [-1.7161360897875356e-07, 5.500891161357464e-08, 7.906217378160812], [1.607677899631626, 0.9281934450924707, 13.177029073451157], [-2.160671039212311e-09, 1.8563867683272028, 2.6354057987963833], [-3.9162394996713665e-08, 1.8563867481568164, 6.638786303189156], [1.6076779026833452, 0.9281934264177092, 9.173648496273051], [-1.6623430893489394e-07, 1.0853856302650017e-07, 11.909598457563273], [-1.983757455786146e-07, 1.8563868250884457, 14.444460090401027], [1.6076779971217317, 0.9281933824129905, 1.36797456152032], [-5.116378558591078e-08, -1.4713934861930214e-08, 3.902836415333696]], 'cell': [[3.2153560342381606, 3.72234937e-08, -4.3782164e-08], [-1.6076779848766873, 2.7845800670977057, 3.94561395e-08], [-2.155357334e-07, 9.96047736e-08, 15.812434802818037]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.010471386171789634, 0.011354928007013673, 0.022370102153548656, 0.13471612016396195, 0.3912619550958569, 0.825520742416797, 1.0, 0.9770477459830651, 0.7432162613912098, 0.40034941334311974, 0.12731936814874267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18364414244320326, 0.4311135126257428, 0.8342403518699907, 0.9659454551672626, 0.8497045229497893, 0.6120751331916131, 0.3292305325924994, 0.3105200716391076, 0.12198941734009698, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [72, 72, 73, 73, 73, 73, 73, 73, 6, 6, 6, 6, 6, 6, 6, 6], 'positions': [[1.88252723128869e-07, -3.9731659162208366e-08, 8.82102218811529e-08], [5.291738274762331, 1.5949366046647535, -0.0007014165061112749], [2.3922712661303014, 1.5949368552317256, 1.3636824318829814], [1.9332794727942029, 3.0327238842661106e-08, 4.077601107985023], [-0.4830936203419793, 1.594936789412583, 2.720992358874182], [7.684009762278958, 2.3824889065748253e-08, 1.3629811986855709], [7.225017819310956, 1.5949367632507927, 4.076900125023835], [4.808644334643683, -6.203893230075508e-08, 2.7202910244766154], [0.9677983379854712, 3.230454236026471e-08, 2.0686303766657494], [3.3577524621752617, 1.5949367379522208, 3.372653121694849], [3.812291499722544, -2.931966617507639e-10, 0.7011556102749311], [0.5132592661554481, 1.5949367102397884, 4.740127875480995], [6.259536600761285, 1.5949367078839867, 2.0679290426734878], [8.649491080171167, 1.353385348268746e-07, 3.371952039446534], [9.104030117772883, 1.5949366863331935, 0.700454322814287], [5.8049975303808115, -3.2281911138990787e-08, 4.739426660449832]], 'cell': [[10.583476898788966, 8.0304015e-08, -0.0014024893529784], [2.435742e-08, 3.1898733723080506, -4.8937999e-09], [-0.966187713713771, -1.55631082e-08, 5.44198477331129]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.042310961239441384, 0.007684999865687613, 0.01845326955550796, 0.2527581458248076, 0.5715576870504872, 0.855536476443572, 0.9834651751434139, 0.9810634006073037, 0.6884798567179463, 0.24108503169124726, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019490332245576156, 0.2655467795938514, 0.6072427681076258, 0.9696464233076999, 1.0, 0.8364660941044689, 0.5864588574973367, 0.2638458776466328, 0.1330955762509289, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"{'numbers': [72, 72, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 'positions': [[3.002756615311246, -1.2972083780133204e-07, 4.386878978275063], [0.25957313777900126, 4.771482217689847, 4.386938982933341], [0.3549648236572559, 1.6810162041363308, 4.367558710649381], [3.0981483050845386, 3.0904656138726465, 4.367498566174954], [1.1651696407098602, 3.1038009454695614, 1.745646303168096], [3.9083531228400195, 1.667680670396127, 1.7455862033466671], [1.2879940068310258, -2.2538213580250955e-07, 1.7052538907769934], [3.098147963333796, 6.452498794351633, 4.367498653154793], [0.3549644761223908, 7.861948134196961, 4.367558725054296], [3.908353279497988, 7.875283578720394, 1.745586146184294], [1.1651698614053487, 6.439163399777336, 1.7456460587370655], [4.031177331420782, 4.771482360860313, 1.7051938802543056], [2.120196792617912, 1.5940155921831969, 3.0362723624435977], [-0.6229865713028, 3.1774663722927867, 3.036332298152191], [3.0466964616035854, 3.165429570505685, 0.48375428122069897], [0.3035131247491198, 1.6060523885982887, 0.48381439056934006], [3.019932575864141, -1.6013336062641118e-07, 0.47019938351567697], [-0.622986537095472, 6.365498195908728, 3.0363322679489606], [2.120196676087159, 7.9489487581499105, 3.0362721578561644], [0.30351305034388987, 7.936912033949304, 0.48381430559774635], [3.0466963748733877, 6.377534691513359, 0.4837542518317912], [0.27674911797815865, 4.771482344297193, 0.4702595074258763]], 'cell': [[5.486366836437527, -9.17271007e-08, -0.0001200265710796], [-1.59733861e-07, 9.542964476424988, -9.75933711e-08], [-1.805945970221755, -2.27872129e-08, 5.177642240387401]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.010676306208826102, 0.019075146175914538, 0.04845007216256823, 0.1173340135623904, 0.3223475597443486, 0.6808291253077527, 0.967148896307556, 1.0, 0.8374640681622111, 0.49040159977643366, 0.21711758246905824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.056682395330448276, 0.09170596418245644, 0.11246167475782282, 0.242616994635197, 0.4369813736056998, 0.394904654689119, 0.39771000783072674, 0.4870089544204922, 0.6852677911338095, 0.5327396595261062, 0.35695818169260973, 0.13154156754334986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
