,structure,phfreq,phdos
527,"{'numbers': [37, 37, 46, 35, 35, 35, 35, 35, 35], 'positions': [[2.220446049250313e-16, 4.467943920665255, 4.440892098500626e-16], [4.440892098500626e-16, 13.403831761995765, 1.7763568394002505e-15], [0.0, 0.0, 0.0], [1.097419117999408, 7.383902841048227, -1.9007856695723993], [1.097419117999408, 7.383902841048227, 1.9007856695724001], [-1.097419117999408, 10.487872841612791, -1.9007856695723988], [-2.194838235998816, 7.383902841048226, 0.0], [2.1948382359988168, 10.487872841612791, 2.220446049250313e-15], [-1.097419117999408, 10.487872841612791, 1.9007856695724006]], 'cell': [[2.106208962842408, 5.957258560887007, 3.648060935000001], [2.106208962842408, 5.957258560887007, -3.6480609349999993], [-4.212417925684815, 5.957258560887007, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.5645852478002028, 0.9041715379187638, 1.0, 0.8332348369020883, 0.5644670126104511, 0.259583064872823, 0.10189640785727118, 0.12889231212045402, 0.24748444655957216, 0.11376234131202875, 0.045698870008445594, 0.2108358265316441, 0.25511975696534706, 0.09266362022897012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
528,"{'numbers': [37, 37, 78, 53, 53, 53, 53, 53, 53], 'positions': [[-8.881784197001252e-16, 4.82529120394289, 4.440892098500626e-16], [8.881784197001252e-16, 14.475873611828668, 1.3322676295501878e-15], [0.0, 0.0, 0.0], [2.3662147678724956, 11.323748915992173, 1.3322676295501878e-15], [-2.366214767872495, 7.977415899779384, 0.0], [-1.1831073839362474, 11.323748915992173, 2.0492020997874802], [1.1831073839362478, 7.977415899779385, -2.04920209978748], [-1.1831073839362474, 11.323748915992173, -2.04920209978748], [1.1831073839362478, 7.977415899779387, 2.0492020997874802]], 'cell': [[2.274664087671878, 6.433721605257185, 3.939833770000001], [2.274664087671878, 6.433721605257185, -3.939833769999999], [-4.5493281753437556, 6.433721605257185, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.1594608514247393, 0.6247572609539596, 1.0, 0.9956290012953484, 0.5954278862147319, 0.19143725259581926, 0.17371775997259725, 0.19435813362519694, 0.3172880225598774, 0.28188522724157133, 0.09032266533557616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
529,"{'numbers': [19, 19, 19, 19, 19, 19, 7, 7, 8, 8, 8, 8, 8, 8], 'positions': [[-2.602804549106927, 3.9640695952449745, 1.8609154270763795], [-5.955933278886787, 4.693550998280621, 0.5336497270198146], [-2.3688833225657926, 1.0278217968403465, -0.343847453570035], [-5.722012052345653, 1.757303199875992, -1.6711131536266015], [-5.177636445224933, 1.440176692657099, 1.8789864530112776], [-1.0692313382184195, -1.4960711057475293, 1.8789864530112772], [-4.3023252474663485, -1.6774548772461766, 0.34078061917814084], [-2.2038099090123215, 1.2587929211584514, 3.8728091998811225], [-1.4800613479942664, 2.27146367935903, 4.133206480876653], [-2.370801365585139, 1.0251380663526048, 2.634009005056403], [-4.113546469585726, 2.9290539912985376, 0.009035042549777161], [-0.005141362579212499, -0.007193807106091525, 0.009035042549777926], [-4.895877619508829, -0.6647841190455985, -0.14842083773645398], [-3.1520157709786294, -1.911109732052024, -0.14842083773645398]], 'cell': [[-6.206920445460541, 0.0, -3.532028580702982], [2.0098897685524864, -5.872495596809257, 3.687772469297018], [-2.0098897685524864, 5.872495596809257, 3.532028580702982]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.001244089620432395, 0.026427064845152573, 0.29131277508754283, 0.6642048429992558, 0.9720434062459246, 1.0, 0.8975901788921951, 0.5562475858672578, 0.31267822186059974, 0.13805332900759787, 0.17167748054373203, 0.2175679894089261, 0.2674121282782844, 0.2659994056933999, 0.2882683115697686, 0.20958600293686386, 0.08056804447972496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11883463650454444, 0.15586106590832097, 0.11083698062957367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
530,"{'numbers': [37, 37, 46, 17, 17, 17, 17, 17, 17], 'positions': [[4.440892098500626e-16, 12.799279646861194, 8.881784197001252e-16], [-6.661338147750939e-16, 4.266426548953731, -1.887379141862766e-15], [0.0, 0.0, 0.0], [1.0655887908375725, 7.025882977992222, 1.8456539257065594], [-1.0655887908375719, 10.039823217822704, 1.8456539257065594], [1.065588790837572, 7.025882977992222, -1.8456539257065607], [-1.0655887908375723, 10.039823217822704, -1.8456539257065607], [2.1311775816751446, 10.039823217822702, 4.440892098500626e-16], [-2.131177581675144, 7.025882977992222, -1.1102230246251565e-15]], 'cell': [[2.0112127627996697, 5.688568731938309, 3.483522690000001], [2.0112127627996697, 5.688568731938309, -3.483522689999999], [-4.022425525599338, 5.688568731938309, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.1714602034794935, 0.7549293777422517, 1.0, 0.6050332185244331, 0.07268263068160913, 0.30656426008245824, 0.5800846842020615, 0.6512703020303947, 0.29963772325277693, 0.1248130919407329, 0.0, 0.0, 0.0867697607471403, 0.2172708881162526, 0.24968045447126092, 0.34789729377949125, 0.31352389330030966, 0.1771483378932859, 0.01113761731383129, 0.0, 0.04208874135033078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
531,"{'numbers': [19, 19, 19, 53, 8], 'positions': [[2.629060775, 0.0, 1.609835431433805e-16], [0.0, 0.0, 2.629060775], [-1.609835431433805e-16, 2.629060775, 1.609835431433805e-16], [2.629060775, 2.629060775, 2.6290607750000006], [0.0, 0.0, 0.0]], 'cell': [[5.25812155, 0.0, 3.21967086286761e-16], [-3.21967086286761e-16, 5.25812155, 3.21967086286761e-16], [0.0, 0.0, 5.25812155]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.11141573265472565, 0.6313217209419526, 1.0, 0.8288149850394224, 0.6231683366146538, 0.5259480954857253, 0.4460459805739364, 0.252330240367203, 0.06878945851679664, 0.17242645858025596, 0.2023312102090082, 0.24053946042240806, 0.24182214962745652, 0.22715171267912487, 0.13414218622804747, 0.012798695988715553, 0.0, 0.027175953527142045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
532,"{'numbers': [37, 37, 3, 3, 35, 35, 35, 35], 'positions': [[2.416483485278674, 1.556020342939595, 5.670685320000001], [5.388245544721325, -1.5560203429395956, 1.89022844], [6.243832481719274, 0.450756514748738, 5.670685320000001], [1.5608965482807262, -0.4507565147487396, 1.89022844], [4.378163822913537, -1.2643284194517883, 5.6706853200000005], [3.426565207086464, 1.2643284194517874, 1.8902284400000005], [0.0, 0.0, 0.0], [0.0, 0.0, 3.78045688]], 'cell': [[1.2015368862375713, 4.1607269490173096, 9.558036424801927e-16], [-0.0, -0.0, 7.56091376], [6.603192143762429, -4.1607269490173096, -4.779018212400963e-16]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.12362902068783783, 0.3920871063465012, 0.7177059499018478, 1.0, 0.9654818530252288, 0.6740558426664032, 0.2231344649159155, 0.021877484366225212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06714674178768437, 0.23824619647638462, 0.41685014582123314, 0.40656668045679134, 0.22782601123281998, 0.02998672485269139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
533,"{'numbers': [37, 37, 3, 3, 17, 17, 17, 17], 'positions': [[5.099761857640128, -1.4630908143273742, 1.782886745], [2.331464642359872, 1.4630908143273746, 5.348660235000001], [5.9893198601098385, 0.413674288884768, 5.348660235000001], [1.4419066398901608, -0.4136742888847687, 1.782886745], [0.0, 0.0, 0.0], [0.0, 0.0, 3.56577349], [3.188188051908903, 1.2173020528281375, 1.7828867450000006], [4.243038448091097, -1.217302052828137, 5.3486602350000005]], 'cell': [[1.1302703759532102, 3.939680090710349, 9.10062774696399e-16], [-0.0, -0.0, 7.13154698], [6.30095612404679, -3.939680090710349, -4.550313873481995e-16]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.2722770300165587, 0.7972052613062771, 1.0, 0.9938291997830142, 0.9671079667818099, 0.9962648745741821, 0.8133359479867606, 0.4203461645270106, 0.2398090505168768, 0.09694655923334283, 0.029720670090903466, 0.0, 0.0, 0.05545106243487123, 0.16463392213983455, 0.4130345495084552, 0.6231353691837531, 0.6099939532004595, 0.34609268164304013, 0.02646303295794761, 0.0, 0.0, 0.0006986656048423806, 0.0030798831303393724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
534,"{'numbers': [37, 37, 1, 1, 1, 1, 1, 1, 8, 8, 8, 8], 'positions': [[3.581073762338862, -1.3438504359415364, 1.6010099670100002], [2.3532426876611376, 1.3438504359415362, 4.524161267010001], [5.82582806714252, 0.040711856351820064, 0.07612470615460035], [0.10848838285747861, -0.04071185635182076, 2.9992760061545995], [1.5489347044338362, 0.7626016252998234, 1.7569542425624], [4.385381745566164, -0.762601625299824, 4.6801055425624005], [3.8044195929089164, -2.3107414079350432, 4.6801055425624], [2.1298968570910835, 2.310741407935043, 1.7569542425624003], [3.541394562854933, -1.3289602345485707, 4.4799281415384], [5.613127166919934, 0.12053098783561111, 4.9687550408322], [2.3929218871450675, 1.3289602345485707, 1.5567768415384005], [0.32118928308006567, -0.12053098783561181, 2.0456037408322003]], 'cell': [[1.4650672251363606, 3.904090559246335, 7.267441645619984e-16], [-0.0, -0.0, 5.8463026], [4.469249224863639, -3.904090559246335, -3.633720822809992e-16]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.08599186161549735, 0.5728718553881618, 0.9486284197954837, 1.0, 0.6496414749115945, 0.6967295315690842, 0.5997898715047562, 0.6867547890675968, 0.5031784714216553, 0.2801346641647304, 0.06974836984038056, 0.0, 0.00841021669175623, 0.04588539243068625, 0.16620342829938736, 0.30457825427500945, 0.36666460015014957, 0.4030412409411585, 0.2563600599779725, 0.17686321797797444, 0.033449001060494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.040800253547032594, 0.24826381711551346, 0.4127796218820848, 0.46791345378385, 0.36661626122543434, 0.20343490302379735, 0.05212150140756663, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04993885850879306, 0.14781989960266892, 0.23671291907164346]"
535,"{'numbers': [15, 15, 15, 15, 46, 46], 'positions': [[-0.3274075161177654, 2.8179329100977997, -2.7788996175327227], [1.275087229257081, 0.27647475095051327, -4.207760987874199], [-1.3490874942805267, 3.8213294398706528, 0.14924011746727617], [0.2534072510943195, 1.2798712807233656, -1.2796212528741988], [2.049236151931681, 0.0, -2.029260435203461], [-0.03700013251172281, 2.048902095410583, 0.8988792997965394]], 'cell': [[-4.098472303863362, 0.0, -1.7977585995930787], [-0.07400026502344562, 4.097804190821166, 1.7977585995930787], [4.098472303863362, 0.0, -4.058520870406921]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.015066076387311686, 0.04488209080237454, 0.16418898568463522, 0.41956855878865473, 0.7019982954811558, 0.7981365473805112, 0.7583218786590071, 0.7290408818932186, 0.6498045032468694, 0.4844482754917721, 0.24860629003841486, 0.36328956686057334, 0.5636048624250792, 0.5051320828469111, 0.23870381445838948, 0.0, 0.22060077150144058, 0.6862079153014503, 0.8671744954246643, 0.7269282489341826, 0.6457047403756675, 1.0, 0.9151946507786585, 0.3640617119726362, 0.0188498745949498, 0.0, 0.0, 0.0005876632493511353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
536,"{'numbers': [19, 19, 19, 19, 29, 29, 29, 29, 16, 16, 16, 16], 'positions': [[3.891253815, 3.2162171108826803, 9.0348934290006], [1.297084605, 0.10937933088268001, 6.977418140999401], [3.8912538149999993, 6.10429622911732, 3.6974562390006005], [1.2970846049999998, 2.99745844911732, 1.6399809509994001], [2.59416921, 0.0, 1.588470509736559e-16], [2.59416921, 3.10683778, 5.33743719], [-1.9023894713735345e-16, 3.10683778, 5.33743719], [0.0, 0.0, 0.0], [3.891253815, 1.3961694026030802, 0.9540668977125003], [3.891253815, 1.7106683773969202, 6.2915040877125], [1.2970846049999998, 4.81750615739692, 9.720807482287501], [1.2970846049999998, 4.50300718260308, 4.3833702922875]], 'cell': [[5.18833842, 0.0, 3.176941019473118e-16], [-3.804778942747069e-16, 6.21367556, 3.804778942747069e-16], [0.0, 0.0, 10.67487438]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.3606445849662454, 0.40269973591396263, 0.5346936404101253, 0.778833900234394, 1.0, 0.874170752022825, 0.41785297985792147, 0.36072268247929995, 0.2847509385227932, 0.12963190137386732, 0.0, 0.0, 0.03308661489198661, 0.11205942219881568, 0.1660343197182108, 0.17883939542006907, 0.14221613100350566, 0.14736956688181793, 0.1481725935008187, 0.21169539037915097, 0.19554187575910742, 0.11344184553679287, 0.01436145390326882, 0.0, 0.020710831493381585, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
537,"{'numbers': [55, 55, 53, 53, 8, 8, 8, 8, 8, 8], 'positions': [[4.564359867299791, 0.0, 3.3744445219926407], [0.014188922700209801, 3.26369099, 0.10330900199264019], [2.18157319181283, 0.0, 6.528178988179841], [2.39697559818717, 3.26369099, 3.2570434681798406], [4.22880260502948, 3.26369099, 3.5088031423411206], [2.2411904756074197, 4.68173861562708, 2.0837983757635206], [2.24119047560742, 1.8456433643729202, 2.0837983757635206], [2.33735831439258, 1.41804762562708, 5.35493389576352], [0.34974618497052, 0.0, 0.23766762234112002], [2.3373583143925796, 5.10933435437292, 5.354933895763521]], 'cell': [[4.57854879, 0.0, 2.8035525602067434e-16], [-3.9968687243095565e-16, 6.52738198, 3.9968687243095565e-16], [0.0, 0.0, 6.54227104]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.09037722398373275, 0.5209328238882927, 0.9553508700496623, 1.0, 0.6442888166148467, 0.5620344593181201, 0.5116970616865422, 0.41817523341415763, 0.1763815485899955, 0.0, 0.0, 0.0, 0.2511671212904691, 0.4054565125422778, 0.5266368564750027, 0.32879374214087875, 0.1562286612937234, 0.059284332628083185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025012969923457588, 0.24301229647917716, 0.40045027765967117, 0.4125027102678589, 0.3183075953117437, 0.18890081549409457, 0.13073160783548832, 0.0, 0.0, 0.0, 0.0, 1.1734387394294628e-94, 1.2560964548476762e-93, 0.0, 0.0, 0.0, 0.0, 0.0]"
538,"{'numbers': [19, 19, 19, 19, 48, 15, 15], 'positions': [[6.970267968051971, 4.281303351642011, -6.027708993091707], [5.525627849503211, 3.3939712419142607, -10.697439217631842], [2.2804527841559077, 1.4007080061796626, -2.148134390692268], [0.8358126656071492, 0.5133758964519126, -6.8178646152324], [3.9030403168295598, 2.3973396240469618, -6.422786804162055], [3.2095715315771844, 1.9713947036840418, -8.664391550347045], [4.596509102081935, 2.8232845444098817, -4.181182057977062]], 'cell': [[2.4305376505762655, 4.7946792480939235, -1.6629922241620543], [5.375542983082854, -0.0, -1.6629922241620543], [-0.0, -0.0, -9.51958916]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.16030355484820752, 0.5275016286723088, 0.8565158913736118, 0.9722147417977255, 0.9563021123726235, 1.0, 0.8625441081867451, 0.48765193098748416, 0.2618256522009812, 0.0, 0.0, 0.0, 0.0, 0.03970463209148787, 0.09304210881409987, 0.18730510605739578, 0.19798051158235871, 0.08388475728478853, 0.05509470691339401, 0.0, 0.008881472396755996, 0.00669044538338952, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
539,"{'numbers': [55, 32, 53, 53, 53], 'positions': [[-5.951439198220379, -5.872504382629081, -6.0325249674170625], [-3.125874401797134, -3.08441546871399, -3.168463080239439], [-2.993591289804523, -5.866370730509467, -3.034377668411378], [-2.9541837726596043, -2.915001997705503, -5.946335323832061], [-5.905815583943052, -2.915001997705503, -3.034377668411378]], 'cell': [[-0.07852183376256777, -5.88077863817299, -0.07959165957735159], [-5.881302837770659, 0.0, -0.07959165957735159], [0.0, 0.0, -5.88184137]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.9213296178981877, 1.0, 0.7088052513264832, 0.29076810217266147, 0.1763190565517381, 0.17363751138997738, 0.20389454351808514, 0.19641589881919594, 0.0805619321972142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
540,"{'numbers': [31, 31, 31, 31, 52, 52, 34, 34, 34, 34], 'positions': [[-1.7692072220194137, 3.9156105551819524, 3.1504134933940153], [-4.143917352468723, 1.0587795359874481, 3.3023707768668302], [-0.662962730122722, 1.0587795359874494, 5.257203076627523], [-0.8692545319264289, 1.207607759025854, 1.5478747616275224], [-3.058193955630262, 0.15122072779522178, 5.4457021132060435], [-0.9751117013719849, -1.3516088933212325, 1.736373798206043], [-5.172810080879473, -0.6025324856534624, 1.7925333357242623], [-3.021256386164345, 2.4152936651920047, 1.6405760522514494], [-6.162911748003429, 2.4152936651920056, -0.12372020160418407], [-4.1820218697339335, -3.583863921979738, 0.02823708186863072]], 'cell': [[-6.334582837162159, 0.0, -3.5573710315271856], [1.9977461798709533, -6.011318484465817, 3.8612855984728145], [-1.9977461798709533, 6.011318484465817, 3.5573710315271856]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.5467904301461335, 0.8968887791169211, 1.0, 0.7321024520410497, 0.4418821209351111, 0.34448113636732364, 0.3803096349395965, 0.5893237826357913, 0.6123632753449584, 0.5578095301369193, 0.7123713107854125, 0.867559930493166, 0.7087110034252578, 0.2838109396013739, 0.02541572331343963, 0.0, 0.07854600377068185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
